-1.056308837041584035e-02,-8.303384667089526439e-02,-2.688247255487168433e-02,-3.569316505383479665e-02,-4.816454035459798166e-02,3.637646747891989246e-03
2.349892182471673488e-02,-3.093738217346794425e-02,-1.903828796501505797e-03,4.063226608419259062e-03,-1.161492730018091717e-02,-5.215888193863897626e-02
5.036024740372475605e-01,3.524218164032714151e-01,5.093875006506243253e-01,5.426097377133335398e-01,4.169198300698670479e-01,5.356423228440370110e-01
-2.140847362128182885e-02,-1.519960498300537005e-02,3.664741920917222867e-02,-1.022812475479512734e-02,3.166503712776767062e-03,-1.440725367877801651e-02
5.743047559706175864e-01,3.040624143024820425e-01,5.272637684333715269e-01,5.392442532858863213e-01,4.133368753231592141e-01,5.259378246314196925e-01
1.675101222819381369e-02,-1.953107603721956909e-02,-2.049235617302247112e-02,1.851474661284222001e-02,-1.378895656380493308e-02,-3.581219255268888041e-02
6.581874766833076817e-01,4.505483605453964868e-01,6.749935463346659059e-01,6.541809543819236961e-01,5.269609115793264520e-01,6.648159524805439258e-01
2.550979406128022625e-02,1.742034623352139988e-02,-4.541479744641527434e-03,2.585237265251393978e-03,3.227119141381205175e-02,2.716832940702810866e-04
0.000000000000000000e+00,0.000000000000000000e+00,9.637862772064914596e-01,7.555145750833873741e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-8.059576320493355706e-02,-7.516750320242268635e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.261206111424110696e-02,-2.200382843846969416e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
